Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description
Nem.150	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.05	Riparian	0.332	33.602967	-117.027617	1433	7.32	15.22	21.20	211.00	1.99	1.16	88.00	9.00	3.00	1.21	Not.Compact.Soil	Nem.150.SingleWorm.SK.05
Nem.151	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Paraphelenchus	Paraphelenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.05	Riparian	0.202	33.602967	-117.027617	1433	7.32	15.22	21.20	211.00	1.99	1.16	88.00	9.00	3.00	1.21	Not.Compact.Soil	Nem.151.SingleWorm.SK.05
Nem.152	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.05	Riparian	0.188	33.602967	-117.027617	1433	7.32	15.22	21.20	211.00	1.99	1.16	88.00	9.00	3.00	1.21	Not.Compact.Soil	Nem.152.SingleWorm.SK.05
Nem.153	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.05	Riparian	0.178	33.602967	-117.027617	1433	7.32	15.22	21.20	211.00	1.99	1.16	88.00	9.00	3.00	1.21	Not.Compact.Soil	Nem.153.SingleWorm.SK.05
Nem.154	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.05	Riparian	0.146	33.602967	-117.027617	1433	7.32	15.22	21.20	211.00	1.99	1.16	88.00	9.00	3.00	1.21	Not.Compact.Soil	Nem.154.SingleWorm.SK.05
Nem.413	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.102	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.413.SingleWorm.SK.06
Nem.414	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.134	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.414.SingleWorm.SK.06
Nem.415	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	3.16	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.415.SingleWorm.SK.06
Nem.416	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.218	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.416.SingleWorm.SK.06
Nem.417	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.126	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.417.SingleWorm.SK.06
Nem.418	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.154	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.418.SingleWorm.SK.06
Nem.419	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.248	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.419.SingleWorm.SK.06
Nem.420	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.126	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.420.SingleWorm.SK.06
Nem.421	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.116	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.421.SingleWorm.SK.06
Nem.422	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.144	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.422.SingleWorm.SK.06
Nem.423	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Paraphelenchus	Paraphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.182	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.423.SingleWorm.SK.06
Nem.424	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.234	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.424.SingleWorm.SK.06
Nem.425	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.24	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.425.SingleWorm.SK.06
Nem.426	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.194	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.426.SingleWorm.SK.06
Nem.427	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.142	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.427.SingleWorm.SK.06
Nem.428	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.132	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.428.SingleWorm.SK.06
Nem.429	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.122	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.429.SingleWorm.SK.06
Nem.430	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.114	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.430.SingleWorm.SK.06
Nem.431	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Rhabditina	Rhabditomorpha	Rhabditoidea	Rhabditidae	Rhabditinae	Protorhabditis	Protorhabditis sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.152	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.431.SingleWorm.SK.06
Nem.432	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.0001	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.432.SingleWorm.SK.06
Nem.433	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.212	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.433.SingleWorm.SK.06
Nem.434	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.17	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.434.SingleWorm.SK.06
Nem.435	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.604	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.435.SingleWorm.SK.06
Nem.436	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Qudsianematidae	Qudsianematinae	Eudorylaimus	Eudorylaimus sp.	Omnivores	4	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.394	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.436.SingleWorm.SK.06
Nem.437	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.132	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.437.SingleWorm.SK.06
Nem.438	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.176	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.438.SingleWorm.SK.06
Nem.439	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.182	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.439.SingleWorm.SK.06
Nem.440	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.168	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.440.SingleWorm.SK.06
Nem.441	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.106	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.441.SingleWorm.SK.06
Nem.442	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Paraphelenchus	Paraphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.06	Riparian	0.112	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	Nem.442.SingleWorm.SK.06
Nem.221	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	3.4	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.221.SingleWorm.SK.07
Nem.222	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Wilsonematinae	Tylocephalus	Tylocephalus sp.	Bacterivores 	2	not.included	not.available	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.348	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.222.SingleWorm.SK.07
Nem.223	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Predator	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.612	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.223.SingleWorm.SK.07
Nem.224	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Dolichodoridae	Telotylenchinae	Tylenchorhynchus	Tylenchorhynchus sp.	Herbivores	P-p3	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.394	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.224.SingleWorm.SK.07
Nem.225	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.506	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.225.SingleWorm.SK.07
Nem.226	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.454	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.226.SingleWorm.SK.07
Nem.227	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.322	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.227.SingleWorm.SK.07
Nem.228	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.502	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.228.SingleWorm.SK.07
Nem.229	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Cervidellus	Cervidellus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.77	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.229.SingleWorm.SK.07
Nem.230	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.39	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.230.SingleWorm.SK.07
Nem.231	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Wilsonematinae	Tylocephalus	Tylocephalus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.734	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.231.SingleWorm.SK.07
Nem.232	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Wilsonematinae	Tylocephalus	Tylocephalus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.568	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.232.SingleWorm.SK.07
Nem.233	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.324	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.233.SingleWorm.SK.07
Nem.234	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.486	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.234.SingleWorm.SK.07
Nem.235	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.316	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.235.SingleWorm.SK.07
Nem.236	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.316	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.236.SingleWorm.SK.07
Nem.237	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.366	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.237.SingleWorm.SK.07
Nem.238	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.204	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.238.SingleWorm.SK.07
Nem.239	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Wilsonematinae	Tylocephalus	Tylocephalus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	1.472	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.239.SingleWorm.SK.07
Nem.240	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.978	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.240.SingleWorm.SK.07
Nem.241	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.356	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.241.SingleWorm.SK.07
Nem.242	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.216	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.242.SingleWorm.SK.07
Nem.243	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Panagrolaimomorpha	Panagrolaimoidea	Panagrolaimidae	Panagrolaiminae	Panagrolaimus	Panagrolaimus sp.	Bacterivores 	1	included	Bad	SingleWorm	Microbiome	True.Sample	SK.07	Hollyleaf.cherry	0.754	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	Nem.243.SingleWorm.SK.07
