Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description		
Nem.101	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.0001	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.103	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Chiloplacus	Chiloplacus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	5.1200	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.104	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.0001	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.105	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	6.6800	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.107	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.0001	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.108	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.0001	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.109	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	5.4600	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.110	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Boleodorinae	Psilenchus	Psilenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.0001	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.111	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	7.6800	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.112	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	6.9200	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.113	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	4.9200	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.114	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Chiloplacus	Chiloplacus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	7.8400	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.115	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Chiloplacus	Chiloplacus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	5.4400	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.116	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	8.8400	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.117	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	2.1400	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.118	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Chiloplacus	Chiloplacus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	5.6400	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.119	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	3.5400	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.120	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Stegelletina	Stegelletina sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	2.7400	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.121	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	8.2000	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.122	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	10.9000	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.215	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Chiloplacus	Chiloplacus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	5.7600	33.602033	-117.026583	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.03.Coastal.scrub3		
Nem.93	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.7580	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.94	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	2.0200	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.95	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.0800	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.96	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcella	Aporcella sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	6.0200	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.97	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	7.8800	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.98	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Chiloplacus	Chiloplacus sp.	Bacterivores 	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.0001	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.99	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.02	Coastal.scrub	0.0001	33.601967	-117.026633	1331	5.95	5.52	5.90	164.00	2.20	1.28	61.60	24.20	14.20	1.33	Compact.Soil	SK.02.Coastal.scrub2		
Nem.189	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.7900	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.190	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Atylenchinae	Coslenchus	Coslenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.3980	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.191	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	3.8400	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.192	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	3.2400	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.193	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.7540	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.194	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.7100	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.196	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	7.4800	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.197	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.5140	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.198	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.8700	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.199	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	4.6600	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.200	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	1.6200	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.201	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1940	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.202	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.3800	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.203	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.7620	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.204	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeles	Acrobeles sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	1.0600	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.205	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.4620	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.206	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	5.0800	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.207	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	8.3600	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.208	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	1.0300	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.210	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	5.1000	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.211	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Malenchus	Malenchus sp.	Herbivores	P-p2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.4540	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.212	Yes	Yes	Nematoda	Enoplea	Enoplia	Enoplida	Trefusiina	Trefusiina infraorder	Trefusioidea	Trischistomatidae	Trischistomatinae	Tripylina	Tripylina sp.	Predator	3	included	Medium	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	9.0000	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.213	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	2.5400	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.214	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	5.4200	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.216	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.4280	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.217	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Stegelletina	Stegelletina sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	3.2000	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.218	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.4400	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.400	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchidae	Aphelenchinae	Aphelenchus	Aphelenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.1380	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.401	Yes	No	Nematoda	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Nematoda	unknown	unknown	included	Bad	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	0.5900	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.402	Yes	No	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	5.4600	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
Nem.405	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.03	Coastal.scrub	6.8000	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.03.Coastal.scrub3		
